Date,AAPL_Close,AAPL_Vol,TSLA_Close,TSLA_Vol,ADBE_Close,ADBE_Vol,ADI_Close,ADI_Vol,ADP_Close,ADP_Vol,ADSK_Close,ADSK_Vol,AEP_Close,AEP_Vol,ALGN_Close,ALGN_Vol,AMAT_Close,AMAT_Vol,AMD_Close,AMD_Vol,NVDA_Close,NVDA_Vol,AMGN_Close,AMGN_Vol,AMZN_Close,AMZN_Vol,ASML_Close,ASML_Vol,ATVI_Close,ATVI_Vol,AVGO_Close,AVGO_Vol,AZN_Close,AZN_Vol,BIDU_Close,BIDU_Vol,BIIB_Close,BIIB_Vol,BKNG_Close,BKNG_Vol,CDNS_Close,CDNS_Vol,TMUS_Close,TMUS_Vol,CHTR_Close,CHTR_Vol,CMCSA_Close,CMCSA_Vol,COST_Close,COST_Vol,GOOGL_Close,GOOGL_Vol,CRWD_Close,CRWD_Vol,CSCO_Close,CSCO_Vol,CSX_Close,CSX_Vol,CTAS_Close,CTAS_Vol,CTSH_Close,CTSH_Vol,DDOG_Close,DDOG_Vol,DLTR_Close,DLTR_Vol,DXCM_Close,DXCM_Vol,EA_Close,EA_Vol,EBAY_Close,EBAY_Vol,EXC_Close,EXC_Vol,FAST_Close,FAST_Vol,FISV_Close,FISV_Vol,GOOG_Close,GOOG_Vol,Cashback,Day,weekday,is_weekend,end_of_month,beginning_of_month,is_holiday
2019-01-02,38.16835403442383,148158800,62.02399826049805,58293000,224.57000732421875,2784100,80.36568450927734,2523900,120.98837280273438,2190100,128.9600067138672,1517500,64.4661865234375,2679600,202.1199951171875,1126800,32.07450485229492,11106300,18.829999923706055,87148700,33.82416534423828,50875200,171.58026123046875,3009100,76.95649719238281,159662000,150.14614868164062,602500,45.85447311401367,7245700,223.36508178710938,3034600,33.806121826171875,3594000,162.25,2997000,304.69000244140625,1336500,1721.699951171875,312600,43.22999954223633,1463600,65.26000213623047,4418600,287.989990234375,1296300,31.978450775146484,16970400,193.50137329101562,2143100,52.73400115966797,31868000,,,38.391075134277344,23833500,19.757923126220703,15038700,161.42250061035156,594600,60.04844665527344,3045600,,,91.19999694824219,3328400,28.795000076293945,4609600,79.6501693725586,3176600,27.470726013183594,11190300,27.743623733520508,7574585,23.298383712768555,5882800,72.20999908447266,2278600,52.29249954223633,30652000,1.0,2,2,False,False,True,False
2019-01-03,34.36650085449219,365248800,60.071998596191406,34826000,215.6999969482422,3663500,75.5112075805664,4376600,117.33475494384766,3854000,121.8499984741211,2564700,64.3159408569336,3063500,184.77999877929688,2414200,30.215946197509766,21580700,17.049999237060547,117277600,31.780611038208008,70555200,168.96945190429688,3973900,75.01399993896484,139512000,141.8655242919922,1078600,44.22621536254883,8266400,203.49649047851562,6858000,34.28012466430664,5013500,154.7100067138672,3879200,307.0,2148600,1663.1199951171875,445200,41.529998779296875,1823400,65.0199966430664,3390700,287.5,1176300,32.22966766357422,28750400,189.4000244140625,2877700,51.27349853515625,41960000,,,36.994873046875,29606700,19.448562622070312,23527200,158.83958435058594,918500,58.154388427734375,3895700,,,90.76000213623047,2789000,28.065000534057617,3062800,78.00504302978516,3747100,26.966062545776367,10803900,27.775104522705078,6607906,22.636730194091797,6927800,70.11000061035156,2542300,50.803001403808594,36822000,1.0,3,3,False,False,True,False
2019-01-04,35.833587646484375,234428400,63.53799819946289,36970500,226.19000244140625,4043400,77.3445053100586,3470000,122.01103973388672,2161300,128.27999877929688,2480600,64.90809631347656,2857500,186.7100067138672,2518200,32.28527069091797,15631800,19.0,111878600,33.81672286987305,58562000,174.7454376220703,4193400,78.76950073242188,183652000,148.00396728515625,589500,45.9909782409668,9081900,205.49652099609375,5424800,35.04031753540039,2854000,160.9499969482422,3847500,318.3299865722656,1532600,1717.550048828125,541000,43.2599983215332,1775500,67.48999786376953,5490200,302.739990234375,2336600,33.3182487487793,22843800,194.90003967285156,2761600,53.903499603271484,46022000,,,38.66130447387695,27515000,20.025829315185547,18543600,166.30885314941406,870500,60.62904739379883,4885600,,,92.88999938964844,3271400,29.059999465942383,8609600,83.66389465332031,7254400,27.584983825683594,14593700,28.089868545532227,7767921,23.565757751464844,4496600,73.22000122070312,1782700,53.535499572753906,41878000,1.0,4,4,False,False,True,False
2019-01-07,35.753822326660156,219111200,66.99199676513672,37756000,229.25999450683594,3638500,77.83087921142578,2656300,121.35094451904297,3455800,132.72000122070312,1634600,64.54571533203125,3218400,189.9199981689453,1311200,32.860076904296875,13868800,20.56999969482422,107157000,35.606998443603516,70916000,177.09695434570312,3032500,81.47550201416016,159864000,151.38534545898438,971900,47.28773498535156,9112100,209.68173217773438,5343300,34.68257522583008,5738700,162.60000610351562,3266100,322.3999938964844,1316500,1711.8199462890625,334800,43.41999816894531,1720200,68.44000244140625,4786900,301.4700012207031,1308400,32.964698791503906,26180800,195.61825561523438,2226600,53.79600143432617,47446000,,,38.922523498535156,19488100,19.917394638061523,18786900,166.5883331298828,739100,60.53386306762695,3940400,,,97.95999908447266,6433900,32.48749923706055,8133200,86.80549621582031,6611300,28.06108283996582,13419400,28.14023208618164,10576968,23.737972259521484,7195200,73.06999969482422,1837600,53.419498443603516,39638000,1.0,7,0,False,False,False,False
2019-01-08,36.43539810180664,164101200,67.06999969482422,35042500,232.67999267578125,3685900,79.72964477539062,3993500,122.06683349609375,2275600,133.8699951171875,1324800,65.3411865234375,3605700,192.9499969482422,1001500,31.528432846069336,12485300,20.75,121271000,34.72054672241211,78601600,179.3679962158203,3290300,82.8290023803711,177628000,150.27099609375,531700,48.72099304199219,12428700,207.99887084960938,3679500,34.101253509521484,4697400,163.39999389648438,3253400,324.44000244140625,1008100,1686.9200439453125,652400,43.66999816894531,1468800,67.7699966430664,6052700,300.7099914550781,1051100,33.23451614379883,20440700,197.08302307128906,2366500,54.26850128173828,35414000,,,39.237796783447266,22071400,20.204431533813477,15237900,168.39059448242188,777500,61.219146728515625,3427500,,,98.5999984741211,3711100,32.880001068115234,6603200,88.22269439697266,6468300,28.56574249267578,8179700,28.574609756469727,6458593,24.354310989379883,5212400,73.55000305175781,1930600,53.81399917602539,35298000,1.0,8,1,False,False,False,False
2019-01-09,37.05414581298828,180396400,67.70600128173828,27164500,235.42999267578125,3594200,81.75000762939453,3321600,122.17835998535156,1844500,136.77000427246094,1770500,64.84624481201172,3100400,200.32000732421875,1666300,32.860076904296875,11757100,20.190000534057617,163944100,35.403385162353516,61726000,179.1533660888672,2869700,82.97100067138672,126976000,156.50552368164062,779900,49.55949401855469,7768800,216.99476623535156,5297100,33.806121826171875,6482000,166.63999938964844,3391500,326.6300048828125,1223600,1649.489990234375,786300,43.849998474121094,1177800,67.72000122070312,4498600,297.6400146484375,1241400,33.55085372924805,16045100,198.35879516601562,1862900,54.08250045776367,26998000,,,39.02162170410156,22640000,20.405363082885742,13292100,169.8651580810547,608300,61.16204071044922,2783000,,,97.16999816894531,3258200,34.6875,4766400,88.11367797851562,4178800,28.841882705688477,10607500,28.34168815612793,8783530,24.422285079956055,5636800,73.31999969482422,1749300,53.733001708984375,23986000,1.0,9,2,False,False,False,False
2019-01-10,37.17256546020508,143122800,68.99400329589844,30282000,237.77000427246094,2704600,82.8818130493164,2042400,123.14523315429688,2051900,136.7100067138672,1517600,66.0394058227539,2285100,202.63999938964844,1247500,33.3007698059082,7573600,19.739999771118164,115629400,36.0614013671875,52315600,181.21876525878906,3131300,82.81099700927734,130154000,156.2076873779297,1028100,50.06649398803711,6416900,219.8495330810547,2959400,34.21751022338867,4809000,168.35000610351562,2135400,331.19000244140625,845800,1677.3299560546875,459700,44.31999969482422,928800,67.95999908447266,3230800,292.6700134277344,1701100,33.327552795410156,16669600,199.05807495117188,2340700,53.94150161743164,26598000,,,38.94955825805664,23277600,20.631807327270508,16212300,171.0506134033203,561100,61.68552780151367,3314000,,,96.41000366210938,3439900,35.474998474121094,10434800,90.19487762451172,4745600,29.108491897583008,8741400,28.82642364501953,6189129,24.68967056274414,3933400,74.37999725341797,1367400,53.51649856567383,29128000,1.0,10,3,False,False,False,False
2019-01-11,36.80760192871094,108092800,69.4520034790039,25195500,237.5500030517578,3179500,84.2380599975586,3029800,122.3921890258789,1185700,136.74000549316406,903200,65.79192352294922,2244000,198.25,1084800,33.31993103027344,6449600,20.270000457763672,85110800,36.955299377441406,87476400,179.3232421875,3379700,82.02799987792969,93724000,155.64093017578125,639600,45.37672424316406,35424600,220.77468872070312,2015800,33.045928955078125,5401000,166.11000061035156,2340400,333.2099914550781,1317800,1665.8900146484375,331200,44.45000076293945,1221900,69.0,4177300,294.5400085449219,906800,33.15077590942383,19161600,198.93524169921875,1861100,53.2234992980957,30864000,,,39.174747467041016,17378400,20.800838470458984,11508600,171.34938049316406,440800,61.79022216796875,3320600,,,97.27999877929688,1733600,35.275001525878906,3522400,89.88764953613281,3757600,28.956140518188477,13390900,28.82642364501953,6705345,24.852815628051758,3282600,74.0999984741211,1360100,52.859500885009766,30416000,1.0,11,4,False,False,False,False
2019-01-14,36.25412368774414,129756800,66.87999725341797,26236500,234.55999755859375,2606800,81.84356689453125,2239300,121.69493103027344,1787800,134.75,906300,65.2174301147461,2764600,193.94000244140625,1816900,32.43856430053711,9552400,20.229999542236328,71350200,37.35506820678711,73016800,175.9435272216797,3378600,80.8604965209961,120118000,152.44204711914062,680200,46.107975006103516,10183300,221.0389862060547,2549800,31.793855667114258,13875300,163.02999877929688,1786800,330.4200134277344,952500,1692.8800048828125,439200,44.380001068115234,1053000,67.91000366210938,2691000,291.55999755859375,1219500,33.28104019165039,16609400,197.50828552246094,1523100,52.57550048828125,28490000,,,38.922523498535156,16243600,20.81678581237793,13431600,170.26031494140625,398300,61.51420593261719,4407500,,,97.2300033569336,2592400,35.685001373291016,4968800,87.7866439819336,3351500,28.76569938659668,7523000,28.354272842407227,9554490,24.50385856628418,4996000,73.87999725341797,1178400,52.234500885009766,22886000,1.0,14,0,False,False,False,False
2019-01-15,36.99613571166992,114843600,68.88600158691406,30283000,242.36000061035156,3656500,81.94644927978516,1960500,123.02436828613281,3286100,135.8800048828125,1574000,66.62273406982422,2279500,195.0500030517578,1927600,32.33317565917969,6593600,20.3799991607666,62785800,37.21354293823242,61701200,178.26821899414062,2859800,83.72799682617188,119970000,152.96078491210938,482700,45.669227600097656,8190900,225.99070739746094,3924700,32.29468536376953,10138800,167.92999267578125,2364000,337.5400085449219,982200,1698.31005859375,436100,45.27000045776367,1533000,67.13999938964844,5366700,294.0,1152400,33.33686447143555,13450000,199.42666625976562,1681900,54.32550048828125,37518000,,,39.65216064453125,17744100,20.765756607055664,12534300,171.10842895507812,440000,62.808631896972656,3550900,,,95.94999694824219,3076900,36.76250076293945,5554800,88.68848419189453,2794600,29.20371437072754,7154900,28.82642364501953,7082483,24.73952293395996,4492600,75.04000091552734,1093900,53.85749816894531,29272000,1.0,15,1,False,False,False,False
2019-01-16,37.44810104370117,122278800,69.20999908447266,23458500,241.9499969482422,2885200,81.37586212158203,1667100,123.42412567138672,2081000,135.3000030517578,1425800,66.92322540283203,2727800,206.7899932861328,2213800,32.227783203125,6778900,19.729999542236328,70849300,36.95777893066406,47010400,177.83010864257812,3302400,84.18900299072266,127338000,151.08753967285156,537600,45.95197677612305,9299800,221.77027893066406,2448400,32.00849533081055,7091500,169.75,2102000,332.0299987792969,1232100,1680.5699462890625,503700,45.369998931884766,1022200,66.69000244140625,3261000,293.80999755859375,1005300,33.4019889831543,20838500,198.62338256835938,1455000,54.47549819946289,38280000,,,39.598106384277344,17262500,20.851869583129883,17377500,171.81198120117188,494600,62.6182861328125,3496900,,,93.86000061035156,3091600,36.76250076293945,3956800,89.11463928222656,6613100,28.841882705688477,12725700,28.832719802856445,7811383,24.526517868041992,7589400,72.56999969482422,49523600,54.048500061035156,26636000,1.0,16,2,False,False,False,False
2019-01-17,37.67045974731445,119284800,69.46199798583984,18383500,244.39999389648438,2836200,83.06885528564453,2563000,123.59147644042969,2194800,136.5,2127900,67.17069244384766,1779100,212.6699981689453,1798700,33.09001159667969,10260700,20.25,85018400,37.67289733886719,49343600,180.53924560546875,2440200,84.66100311279297,84178000,151.33729553222656,953000,46.19572830200195,7828700,224.96865844726562,3515400,32.45566177368164,4168300,168.11000061035156,3119500,338.3399963378906,1004700,1724.510009765625,363200,45.7400016784668,1263100,66.25,3357400,294.4100036621094,841400,33.41129684448242,25457200,199.83299255371094,1517100,54.95600128173828,24896000,,,39.823307037353516,18826200,20.759374618530273,33753300,174.35635375976562,413100,63.341644287109375,2367800,,,94.56999969482422,3139200,37.375,3473600,88.51010131835938,4283300,28.927576065063477,12818500,28.971214294433594,5801476,25.98578453063965,12722800,74.5,19092000,54.494998931884766,24854000,1.0,17,3,False,False,False,False
