Date,BTC-USD_Close,BTC-USD_Vol,ETH-USD_Close,ETH-USD_Vol,TRX-USD_Close,TRX-USD_Vol,BNB-USD_Close,BNB-USD_Vol,XRP-USD_Close,XRP-USD_Vol,DOGE-USD_Close,DOGE-USD_Vol,ADA-USD_Close,ADA-USD_Vol,SOL-USD_Close,SOL-USD_Vol,SHIB-USD_Close,SHIB-USD_Vol,LTC-USD_Close,LTC-USD_Vol,LUNA1-USD_Close,LUNA1-USD_Vol,Cashback,Day,weekday,is_weekend,end_of_month,beginning_of_month,is_holiday
2019-01-01,3843.52001953125,4324200990,140.8194122314453,2258709868,0.019561000168323517,72033016,6.075273036956787,23891162,0.3647710084915161,449347622,0.002392000053077936,17364744,0.04254699870944023,14962902,,,,,31.979930877685547,379429124,,,1.0,1,1,False,False,True,True
2019-01-02,3943.409423828125,5244856836,155.0476837158203,3328240369,0.020222000777721405,94380030,6.188612937927246,30308610,0.37524300813674927,543216669,0.002406999934464693,18015392,0.04525800049304962,24151526,,,,,33.43368148803711,414331918,,,1.0,2,2,False,False,True,False
2019-01-03,3836.7412109375,4530215219,149.135009765625,2676164880,0.02008800022304058,110250991,5.903534889221191,22821639,0.36022400856018066,438873803,0.002360000042244792,17619234,0.04268199950456619,21126963,,,,,32.02669906616211,345068249,,,1.0,3,3,False,False,True,False
2019-01-04,3857.717529296875,4847965467,154.58193969726562,3126192535,0.02149200066924095,157943636,6.06513786315918,29311136,0.35674700140953064,450633876,0.002314999932423234,19530100,0.04381199926137924,16024029,,,,,32.40416717529297,391010579,,,1.0,4,4,False,False,True,False
2019-01-05,3845.194580078125,5137609824,155.6385955810547,3338211928,0.022293999791145325,213153344,6.065543174743652,30340637,0.3552750051021576,452090239,0.0023189999628812075,17148586,0.044700998812913895,25100965,,,,,34.936866760253906,640607603,,,1.0,5,5,True,False,False,False
2019-01-06,4076.632568359375,5597027440,157.74620056152344,3231294371,0.02300499938428402,151845152,6.395978927612305,41574183,0.36839500069618225,492558794,0.002328000031411648,18175111,0.049261000007390976,51366407,,,,,39.29885482788086,809493170,,,1.0,6,6,True,False,False,False
2019-01-07,4025.248291015625,5228625637,151.69921875,2712108388,0.023600999265909195,150320431,6.29141092300415,37914513,0.36434701085090637,499028522,0.0022849999368190765,15899004,0.047995999455451965,45688431,,,,,37.8062744140625,586891613,,,1.0,7,0,False,False,False,False
2019-01-08,4030.847900390625,5306593305,150.35963439941406,2459808140,0.026335999369621277,320028399,6.640054225921631,65660517,0.3653149902820587,499493490,0.00227600010111928,20994417,0.04852500185370445,34626383,,,,,39.47971725463867,643946959,,,1.0,8,1,False,False,False,False
2019-01-09,4035.29638671875,5115905225,150.80311584472656,2369241197,0.028418000787496567,313368064,6.641550064086914,74676974,0.3708899915218353,455908708,0.002266000024974346,17010797,0.05216899886727333,55364234,,,,,38.98553466796875,504601883,,,1.0,9,2,False,False,False,False
2019-01-10,3678.924560546875,6874143796,128.62518310546875,3397734456,0.025846999138593674,972801039,5.915918827056885,75844882,0.3326520025730133,839535352,0.002131999935954809,21174109,0.04452899843454361,91162431,,,,,33.86600875854492,701124437,,,1.0,10,3,False,False,False,False
2019-01-11,3687.365478515625,5538712865,127.54832458496094,2667585234,0.025127999484539032,377913706,6.075342178344727,50239804,0.33290401101112366,501054509,0.002128999913111329,17187243,0.04414699971675873,35963011,,,,,32.32762908935547,628980637,,,1.0,11,4,False,False,False,False
2019-01-12,3661.301025390625,4778170883,125.9665298461914,2212109224,0.023499999195337296,228910149,5.976964950561523,32654874,0.3287999927997589,376386863,0.002148000057786703,14167258,0.04370399937033653,18224445,,,,,32.38442611694336,491524393,,,1.0,12,5,True,False,False,False
2019-01-13,3552.953125,4681302466,116.8978042602539,2268263944,0.021290000528097153,170493613,5.568757057189941,26590183,0.31786298751831055,452358902,0.0020940001122653484,18059306,0.040240999311208725,21758341,,,,,30.332897186279297,564244096,,,1.0,13,6,True,False,False,False
